appsname,review,rating
Google Fit: Health and Activity Tracking,"The tracking and monitoring is so much harder and more inaccurate than it has ever been, trying to use this along with my mi band for calorie tracking but it's a tad bit too annoying since the units are in the US customary unit system. Makes no sense why they wouldn't let the user choose the units or let the app autodetect based on the users region. Heart points feature is very gimickey and could do away with it.",2
Google Fit: Health and Activity Tracking,I am pretty happy with this and very happy that you put the steps back in. The one other feature I would like is if we could set so this starts when the system starts up. As it is if I reboot my phone and forget to start fit then I don't get any journal entries until such time as I do start it.,4
Google Fit: Health and Activity Tracking,"Lovely and well-designed app. Accurately reads if I have done a brisk walk or moved around my house. And then when I'm home, I see that the rings are full. Keep it up Google, your apps have some of the best and minimal designs 😍👍",5
Google Fit: Health and Activity Tracking,"Ok, it's been months since this ""big"" update that resulted in loss of functionality for most active people. Google had an app that was working for all sports as it was recording Move Minutes, now it is completely useless as it counts Steps. It's a step counter. Nothing more. Soooo, if you ride a bicycle or swim, that activity doesn't count. Google has been doing weird things lately, ""proud"" Pixel user here....and now Google will send me a reminder not to rate their app badly. Happy dayz ✌️",1
Google Fit: Health and Activity Tracking,"Would be a great addition to my fitness apps if it did what it claims. Says it syncs with other apps like strava, that has heart rate, distance and power output. Fit chooses when it feels like getting the data from the ""synchronised"" app. It is rare that it chooses to. It only takes the last activity, so doesnt update the errors it has made. Because of this the data cant be trusted. I burned 2500 cals in3.5 hours on zwift, strava updated no probs. Fit said 1900 cals for the day! Poor quality",1
Google Fit: Health and Activity Tracking,"No doubts that the app is best and universally compatible for all mobile brands as well as smart bands and watch. We can track almost any activity. Just one small update is needed which make the app more user friendly and interactive. There is no facility of auto-pause in between activities, it we stop for few seconds then the tracking must be pause and if we continue the it should again resume. Also if there will be personal health adviser and verbal feedback of activity then it will be best.",4
Google Fit: Health and Activity Tracking,"Has been absolutely ruined by the removal of move minutes as a goal. Steps doesn't work as a goal if you are doing your exercise in a gym or on a bike, and that's before we get to the fact that it is completely excluding many disabled people. Bring back move minutes as an option when setting your goals.",1
Google Fit: Health and Activity Tracking,"It meets all my needs for a fitness app. I especially love the Strength Training mode, which automatically tracks your excercises without you having to manually enter them. I also like the concept of ""Heart Points"" and the slick and awfully familiar design of the rings, that indicate Heart Points and steps. I never really got why people hate Google Fit so much. The only thing I don't like about Google Fit is how often they change their motive, going from one thing to ""healthy hearts"" quickly.",5
Google Fit: Health and Activity Tracking,"Revised review after Android 10 update. Performance of GPS mapping seems greatly improved, this could be a result of android update but I should also add that I am now manually adding and requesting fit app to track events rather than relying on fit auto mapping (which had been unbelievably poor). It's early days since the android update and have only had a few opportunities to retest, but provisionally I'm raising my review from the earlier woeful 1* to 4*",4
Google Fit: Health and Activity Tracking,"I bought the oppo watch. I am upset with Google fit on the Wrar OS by Google. Google fit has a lot of issues with background mode. It can lose steps and heart tate. The standart HeyYap health app works fine on the watch. It collects steps and heart rate correctly. Unfortunately, it only can synchronize sleep tracking data to Google fit. For example, I had very long walking on 28th October. There are only 5624 steps in the Google fit, but 22352 steps are in the HeyTap. I have more the same issues",1
Google Fit: Health and Activity Tracking,"Each update lessens the utility. All it does now is track time and heart rate on my smart watches. For weight lifting, no longer tracks type of exercise, # of reps, # of sets. Useless. Already have heart rate apps, and a clock. Typical Google, updates with no advance warning of what you'll lose",2
Google Fit: Health and Activity Tracking,Login issues seem to be fixed and I was finally able to try out this app. Great features. I find it useful for collecting data from wyze scale and passing it on to the LoseIt app. Also I weigh myself 2-3 times per day and I wanted to track my daily average which the wyze app does not currently do but google fit does! Lastly this app is also useful for converting your smart phone into a pedometer.,5
Google Fit: Health and Activity Tracking,"Largely a failure when it comes to real-time activity tracking using any fitness tracker/smart watch device. Has delayed syncs and even misses activities altogether (observed this for few top smart watches). This app is good mostly for collecting activity data from phone sensors which is seldom accurate (Google still wants to mine it). Most likely this buggy, low budget app is still around so that Google is able to tick 'fitness tracking' feature for Android platform when compared to iPhone.",1
Google Fit: Health and Activity Tracking,I have compare this app from Samsung health. Samsung health is accurate and show the exact figure but on the other hand google fit is displaying less steps and less km for the same. And also update the app when mobile data is off app won't work properly and display the less numbers. Kindly fix the bug.,1
Google Fit: Health and Activity Tracking,The app has suddenly started to track all my driving activity as bike rides. For the past couple days my commute to work is now counting as activity. Horrible. Ever since they removed Move Minutes as a goal in the beginning of the pandemic I've stopped using the app and still see no reason to use it.,1
Google Fit: Health and Activity Tracking,"The app most of time is absolutely splendid. For working out and counting steps gives a fairly good estimate compared to what my phone says. But... There's a huge but here. A lot of compatibility with other apps and data sync is awful. Example, will workout a round of P90X and in the smartwatch the phone indicates everything well (though sometimes it goes crazy saying I've enough heart points being all day in my chair). When opening the app sleep or the workout points ain't always synchronized",3
Google Fit: Health and Activity Tracking,"Doesn't track my walks properly. I seem to get practically zero heart points, despite walking at pace. My partner uses the same app., but gets up to 40 heart points for the same length of time / pace as myself. It also records significantly less steps than my partner after the same period of time and effort. Can't find any help on the app either. Disappointing.",2
Google Fit: Health and Activity Tracking,"App was working fine until the recent update, does not show as a connected Google app and does not show in the list to be synced. It tracks the activity but does not update other connected apps. I've tried many troubleshooting options and nothing has worked.",5
Google Fit: Health and Activity Tracking,"I use the Huawei Honor Band 5 so have to use Huawei Health app. Google Fit app states that it can sync data from many different sources - great! However, this is clearly not true. It has impacted on the playability of PokémonGo as well as it only reads data from this app only. I have tried clearing data, cache, uninstall, reinstall, etc but still doesn't work. Therefore this is a useless app.",1
Google Fit: Health and Activity Tracking,"Decent app but could do with a major update. Having come from Fitbit, I was disappointed that googlefit doesn't have any way of recording calories in/out built into the app. This is a major part of me using these devices so it is annoying that I have to install another app to do this. Additionally having more precise workout trackings like stravia eg tracking fitness levels would be a great addition. Hopefully Google invests a bit more time into this app.",3
Google Fit: Health and Activity Tracking,"Love the app and the integration available with other apps. Although I really wish that the nutrition info Google fit does recieve from my calorie tracking apps could be summarized as it was with previous versions? Also possibly syncing with period trackers could be a great addition. Great app, thank you",4
Google Fit: Health and Activity Tracking,"Doesn't display all information available. I have a Withings sleep tracker that syncs to Google Fit, and another app syncs THAT data to Samsung Health. I can see all the sleep stages (deep, light, REM) in SHealth, so Google Fit has the data, it's just choosing to not use it.",3
Google Fit: Health and Activity Tracking,"It's not that great since the update it used to link with games that have walking features now it doesn't. Plus I walk the same walk every morning and I get different heart points, some days it gives me 5 sometimes 8 and lots of times it gives me 0 so the heart point tracker does not function. I think I'm going to uninstall and try a different one.",2
Google Fit: Health and Activity Tracking,Have been using for about half a year now and still have massive sync issues. Another major issue is even though I walk at working going from that to starting a bike ride home Google for thinks I've run home at 25kph. Try to sync in journal and just get the watch X icon as usual. Overall should have bought the Garmin venue and stuck with hardware and software that worked (Fossil gen5),2
Google Fit: Health and Activity Tracking,"Needs improvement. I started using this app 4 days ago because it is meant to work with 'MyDietDaily', but workouts from this app doesn't sink, I have to enter it manually. It doesn't sink with other all smartwatches. Another issue is it takes a while before it counts steps. ",3
Google Fit: Health and Activity Tracking,"Good app, please allow adding more parameters like Oxygen saturation, wbc, platelet count and so on. Each person has different priorities and will look forward to maintain different parameters. In this covid 19 situation it will be important to keep track of these numbers. Thank you",4
Google Fit: Health and Activity Tracking,Used to love it on the wear os watch app but since they got rid of the measuring workouts section so now it's just a HR and calorie monitor it's essentially useless. Used to be able to measure rest time and my workout really well but now it's an utterly point less app,3
Google Fit: Health and Activity Tracking,"Poor tracking because it supposed to track down my movements while using any fitness related apps such as NTC. Now, Google Fit's not progressing like it was before. It's a pain-in-the-neck because it showed me smaller numbers rather than bigger numbers. Fix it.",1
Google Fit: Health and Activity Tracking,"Since recent update, I can no longer connect to My Plate its doesnt recognize it. Google fit and myplate both updated on my phone last night. I used to love using them together and lost a lot of weight using them. Please fix it! I use an android device.",1
Google Fit: Health and Activity Tracking,"The worst fitness hub ever. It was probably ok 5 years ago, now it's just useless. As a service it works fine and allows other apps and services to sync a lot of data to and from Fit, yet it just doesn't even have a way to display most of that data, let alone get any insights...",2
Google Fit: Health and Activity Tracking,"The journal doesn't refresh and I can't see the points on the main page. Even though the app updated several times, I still have this problem for weeks now.",2
Google Fit: Health and Activity Tracking,"App refuses to sync calorie and weight data from the cloud. It just says I burned 2000 calories every single day before October, instead of actually loading the numbers. My Fit app on iOS loads everything correctly. You're on thin ice for messing with my health data, Google.",1
Google Fit: Health and Activity Tracking,"I've taken up the Dubai Fitness Challenge this year ( today being the 1st day) and to keep up with the challenge, I use the Fastrack Reflex app to calculate my daily steps while I go for my walks/runs. But the problem in this, is that the the sync option doesn't seem to be working. The reflex app shows that its been connected to Google Fit, but when I check Google Fit, it shows me 0 steps, whereas the reflex band shows I've completed 6000+ steps. What could be the issue?
",2
Google Fit: Health and Activity Tracking,I like it but needs a share button that when pressed brings up all your phones options for sharing to apps that are on your phone. In addition calorie count needs a programming tweak to add 3 to 5 calories when walking on elevations. Should be simple for programmers to do.,3
Google Fit: Health and Activity Tracking,"Previously it was working great, just had one issue of adding my tractor ride as Bicycle or running so i had to manually mark it as IN A VEHICLE, it used removed that entry But lefts somw heart points or steps, and now it is not adding my steps or running in HP automatically, though before this i tried manual tracking bt track exercise from PLUS mark. Now it does Not add my steps or hp. Don't know what is wrong, i have to do that manually by start tracking option. I checked faqs nothing helped.",1
Google Fit: Health and Activity Tracking,"Now I start to use Strava. I always have to clear data of Google Fit app whenever I use Google Fit app for cycling. And I always have to track my cycling two times before cycling because the app doesn't track my workout if I press tracking button only one time. So I always have to press the button for first time before cycling and then stop and delete the record. Then, the app works normally. So I had to change to Strava.",1
Google Fit: Health and Activity Tracking,"Compared to other fitness trackers this app is very clunky to use. Not intuitive to find previous days' info or view info over time, there is no way to customize or delete what info is imported from third party apps, and it is hit or miss with actually importing.",2
Google Fit: Health and Activity Tracking,"Not bad, but I think the app is a bit basic and I wish it had more details like Apple's Health app. Right now it only shows you really basic things and the overall design is a bit unimpressive.",3
Google Fit: Health and Activity Tracking,"Last update can no longer edit or delete sleep data, have to add new data entry to overwrite any existing. It does look alot cleaner feeling more modern and easy to use.",3
Google Fit: Health and Activity Tracking,"Not able to sync the activity from noisefit app, only heart rate data is synchronised but not walking steps data. Checked many ways like 1. Reconnecting both apps 2. Reinstalling both the apps 3. Relinking the apps But still nothing is working well. Help and support teams are also not responding Not happy with the app",4
Google Fit: Health and Activity Tracking,"Crazily designed and buggy. Heart points calculations are so broken and non sensical. I did a 7.5km run and got 2 heart points, then a 3.5km walk and got 22. Very odd system. Interface is pretty poor. Maps don't scroll, sleep calculator is broken if you go to sleep after midnight. The list goes on.
",1
Google Fit: Health and Activity Tracking,"I use my watch for activity, 24/4 heart rate and an Ours Ring for sleep data. When I had a Moto 360 2nd Gen (Android 7) it synced immediately, don't know if still so, but with my new Skagen Falster 3, based on Fossil 5th gen, with PURE Wear OS, it first shows an x in the watch icon under Journal, the suddenly syncs after about 5s, still often old HR etc data is shown in Home. Have to close Fit from multitasking and re-open. Sometimes I must tap the watch icon manually too, for an ""extra sync"".",4
Google Fit: Health and Activity Tracking,The app used to work really well but past couple weeks it's not registering most my steps and has always had discrepancy between huawei health app and this but wasn't a big deal. Today the Huawei health has registered over 13k steps and Google fit has only registered 4k which isn't helpful when the Google fit is connected to pokemon go and my fitness pal.,3
Google Fit: Health and Activity Tracking,"Marvelous App! I come from Apple ecosystem and thier fitness apps, devices etc. and was in love with its Health app, but had to make a change to Android and I come across this App for my Android and I am blown! Does everything it says in clean sharp crisp way. The step counting and ""Heart points"" system is very interesting and keeps me in my fitness flow. Had a suggestion, please add water intake tracking, will complete my fitness requirements in single app!",5
Google Fit: Health and Activity Tracking,"Last update was not up to the mark now again sync time increased refer my old comment as well. I am using Mi4 band and that is synced with Google Fit, but sync period is very long as well as maximum time it is not syncing exact steps from Mi4, always there will be 1000 steps difference. Please reduce sync time ..",2
Google Fit: Health and Activity Tracking,Algo perhaps looks at google fix to determine distance covered. Did circular path walk/run today and distance covered auto reset every round !! Ideally any developer of this kind of app would look at pedo count and evaluate same with google position fix to determine distance done.,3
Google Fit: Health and Activity Tracking,"Worked great until last update. I can no longer track strength training exercise, sets and reps. Now it just records time working out. Not helpfull for strength training.",4
Google Fit: Health and Activity Tracking,"Initially I read an article saying that GF will sync the nutritional data with MFP. And it will show as summary in the food card. But till now (already almost 7 months), I don't see a single nutritional facts.",2
Google Fit: Health and Activity Tracking,"Doesn't hold a candle to either Fitbit or Garmin connect. The presentation is clunky, I could do without the WHO advertising, and theres just not enough tracking options. I'm considering returning my WearOS smartwatch only because this app is so lame.",1
Google Fit: Health and Activity Tracking,"I noticed Adventure Sync in Pokemon GO wasn't coming through, so I checked this app and I can't get in. ""can't verify your account, check your internet connection."" retried like 100 times, deleted data, reinstalled the app, nothing works. Literally unusable.
",1
Google Fit: Health and Activity Tracking,Please see other companies pedometer app for improvement. Calorie run automatically. Offline user interface with this app is not up to date. Step increase after some time. Lot of step increase when we save the activity.,1
Google Fit: Health and Activity Tracking,"This has the most basic functions of a plain fitness app, nothing more. There are accuracy issues when counting steps and heart points on occasion. The app and my watch do not sync most of the time in this version.",2
Google Fit: Health and Activity Tracking,"Since last update there is some huge issues. Whenever I do some exercises after midnight and before sleeping it erase them when I wake up. Complete nonsense, for exemple last night I do my exercises with my mi fit band after midnight I synch, I get 19 heart points and 5800 steps, I was very proud. I keep my fit apps locked to have them run in background at all time. I sleep I wake up I synch to check my sleeping time, I synch and my heart points are gone and my steps are erased till 2500.annoyed",1
Google Fit: Health and Activity Tracking,It is better to able to start and stop an activity..... Even it is calculating the steps and calories while traveling (from one city to another) 😀....This makes me difficult in knowing the real activity I did .. please fix it,3
Google Fit: Health and Activity Tracking,Response is late. Steps counted seem to be inaccurate. Calories calculated is totally false. It doesn't take into consideration the calories while climbing. Calories are counted only when walking fast.,2
Google Fit: Health and Activity Tracking,"The app icon is overlapping other app icons , could you please take a look at it . When I move the app icon over to my google grouped apps . It is just overlapping . That's the case when I try to group it with any other app.",3
Google Fit: Health and Activity Tracking,"It is not working properly, steps, time, distance are not showing, i have opned this app in two devices i.e.samsung 31, oppo f11 pro, in samsung no results of number of steps, heart, distance etc.Pl give solution immediately.",1
Google Fit: Health and Activity Tracking,I want to give 0 stars. Recently getting very bad experience as app is not calculating distance well. First it shows more distance then reduces it after some time. Not showing correct distance walked.,1
Google Fit: Health and Activity Tracking,"Good app. Better than samsung health. The better thing that i realised is , it does not track steps when i am driving. But it need to be improved in sleep section. Average time slept and others should be included",4
Google Fit: Health and Activity Tracking,"I loved the app until the most recent update. Now the Wear OS app shows Move Minutes instead of steps, and I have to waste a complication on steps. I can delete my step goal, but not my move minute goal.",1
Google Fit: Health and Activity Tracking,"I'm having a trouble to link Google Fit in Steppi apps even if I'm using the same email address for both apps. Already contacted Steppi support, however the issue was not resolved. It shows in my Google Fit account that I don't have apps link to my account whereas I've linked it. Hoping to resolve this issue.",3
Google Fit: Health and Activity Tracking,"Not was what it used to be! Used to love this app, but it never seems to track steps anymore and forget about the calories burned. Unfortunately, I'm already looking for a replacement app.",1
Google Fit: Health and Activity Tracking,"Although I wouldn't mind flying through buildings and other stuff, I'd prefer this app to track what I'm actually doing.. 40 km in this app are most times rounded to 1 km and your on average cycling with 1-2kmh which is just ridiculous..
",1
Google Fit: Health and Activity Tracking,Too bad to use. Not at all user friendly. It doesnt capture my steps even after giving access to monitor automatically. Every time manually have to key in activities. Too disappointed.,1
Google Fit: Health and Activity Tracking,"Incorrect data Been using this app from many months. It used to work fine. Recently, the steps and heart points are not accurate. I still walk the same distance.",2
Google Fit: Health and Activity Tracking,"This is google lame attempt to offer a competitor to Apple's Health app. Google fit tracks your actives, weight, and blood pressure. As to Apple's health app which tracks everything. And I mean everything. If you consider Apple's research and care kits google fit leaves much to desire. After switch to Android, Apple's health app is the number one reason I consider going back to iPhone.",1
Google Fit: Health and Activity Tracking,"Not sure how to adjust motion sensitivity Street initial setup, otherwise good enough. A bit of useless clutter etc but within tolerable parameters.",4
Google Fit: Health and Activity Tracking,Stopped syncing with my Fossil watch despite being connected. Un installed in case it was buggy and now it won't let me log back in. Have had multiple issues with this app and this is the last straw. Find an alternative!,1
Google Fit: Health and Activity Tracking,Have read the help pages & sent developer feedback too. The app is connected to other apps yet not sharing data. Fit app > home tab don't show me sleep & walk data whereas journal tab shows up all the data. Kindly fix this bug.,2
Google Fit: Health and Activity Tracking,Great app. Distance walked slightly inaccurate App should automatically pause clock when walk paused. Clock should stop counting when activity stops.,1
Google Fit: Health and Activity Tracking,"Now that you have ""Bedtime"" in the Clock app, you should sync it with the sleep portion of Google Fit. Youtube workouts and info of duration and calories burned per video would be great! Add a meditation monitor to sync with other meditation apps.",4
Google Fit: Health and Activity Tracking,Google Fit app is good and tracks and records information well BUT it does not measure distances covered acuratly and the distances covered can vary significantly for the same walk whilst other apps are consistant. I have verified the recomended settings and permissions,1
Google Fit: Health and Activity Tracking,I worked great for a few days then all of the sudden it stops tracking an entire day. I lost an entire day of step count. Going to buy a FitBit tomorrow.,1
Google Fit: Health and Activity Tracking,"I have a lot of issues with this logging skipping and running. It gets distance wrong consistently and will almost reset halfway through, changes heart points and steps after I've stopped the workout.",3
Google Fit: Health and Activity Tracking,"I installed on my phone at the start of lockdown and it worked perfectly for six months then just stopped working and all my walking history was lost and new exercise not registered. Very frustrating.
",1
Google Fit: Health and Activity Tracking,"Been using it for 6 months and had no problems. But today, it suddenly stopped tracking steps. Let's see if reinstalling it helps!",3
Google Fit: Health and Activity Tracking,Still this app has major errors... I hit over 11000 steps but shows over 8000 steps ther whole afternoon... Then now its resduced down to just over 2000 steps.... Scam app from Google aka scam and ad driven money making company. Well done.,1
Google Fit: Health and Activity Tracking,"Good App for tracking health. My biggest issue is it does not talk to my Fitbit. As soon as Google can finalize the Fitbit purchase, I am hoping that will change.",4
Google Fit: Health and Activity Tracking,"There is no solution to check My weekly or Monthly total Kms of Running. Also, there is no way to check only the tracked Runs. Please check if you can get these functionalities added. THANKS.",2
Google Fit: Health and Activity Tracking,"Otherwise works perfect, but stops tracking distance the second my screen locks. All my setting should be correct, yet this happens. It's very annoying and basically just makes the app a stopwatch with different themes.",1
Google Fit: Health and Activity Tracking,"Bad track record. Always get lesser than it should be. Walk with other people, she used Samsung health got more distant. This happened twice in 3 days.",1
Google Fit: Health and Activity Tracking,Distance travelled..average speeds are just so inaccurate... inaccuracy to even track the distance even after getting all data from g maps is a big bummer....the action tracking and calorie counts are just fine...,1
Google Fit: Health and Activity Tracking,Got the elevation and map back. Thanks. But still not able to edit workout. Also the app keeps adding my usual commute as bike ride. The heart points thus added can not be removed even if I delete the activity.,4
Google Fit: Health and Activity Tracking,Why backdated sync isn't working while fetching data from MI FIT. If I didn't open Google fit yesterday and today it won't fetch data from prev day.,1
Google Fit: Health and Activity Tracking,"This app is nice because it's simple, however it is lacking in many areas including ability to manually edit workouts/activities and not having a sync button for strava and other connected apps.",2
Google Fit: Health and Activity Tracking,Looks like it updated this morning and my run this afternoon was showing barely any steps and the time seemed weird too. I know it's never 100% accurate but usually it tells me I had 4-5k steps and I have 1k today.,3
Google Fit: Health and Activity Tracking,"I use this app every day to track my workouts, sleep, steps, etc. If you track your sleep it has a sleep tracking graph. I just wish it had a graph for workouts too.",4
Google Fit: Health and Activity Tracking,"For taking a walk, it's not that precise as it should be. And the fact that it uses my mobile data to do it, is awful! Only the GPS should be enough.",3
Google Fit: Health and Activity Tracking,"Wonderful fitness app - but there is one big problem, when we reset our phone, old records of our activities remove. these records should be saved some where.",5
Google Fit: Health and Activity Tracking,"Used to be a great little app which synced with my watch and fitness pal. It now doesnt register any steps, only heart points. All my step data is gone, very annoying",2
Google Fit: Health and Activity Tracking,It's ok wish it had music integration that way I don't have to stop and switch between apps to skip a song or start music play. Over all it's pretty good for the basics,3
Google Fit: Health and Activity Tracking,Walked 3.64 km today and counted only 60 steps despite the phone settings for tracking activity being enabled. This has been the case for previous days also. Big Fail !,1
Google Fit: Health and Activity Tracking,Many a times it didn't detect my footsteps. My Android has those sensors which does the job. Please fix.,3
Google Fit: Health and Activity Tracking,I like how it updates the heart points once it has data from my heart rate monitor and app (Polar H10/Polar Beat) Perhaps it could record HR in the app without external app? Keep up the good work team,5
Google Fit: Health and Activity Tracking,"While this app tries to be THE fitness app of the Android ecosystem, in my opinion it just lacks many niche features that make other apps better. Maybe it's the need to satisfy the big ecosystem, or maybe it's Google's lack of interest on this app... But this app needs to be better.",3
Google Fit: Health and Activity Tracking,I like the simplicity of the app. It will be great though to add option for intermittent fasting to gain complete picture of one's health.,3
Google Fit: Health and Activity Tracking,I like the simplicity of the app. It will be great though to add option for intermittent fasting to gain complete picture of one's health.,5
Google Fit: Health and Activity Tracking,I don't understand how a company as big as Google can have such a terrible app. I have a watch with wear os and it always has issues syncing. Additionally 3rd party integration is week compared to other competitors.,2
Google Fit: Health and Activity Tracking,"The step counter is atrocious, you can be walking for over a minute and it doesn't count the steps. Don't download find a better app!!!",1
Google Fit: Health and Activity Tracking,"I connected MI band at around 10pm and walked a bit. Sadly and to my disappointment, the steps taken throughout the day got erased (more than 9k steps). This was very unfortunate. Please help in getting the data back.",3
Google Fit: Health and Activity Tracking,"I have been using the Google fit app when I pay for my pixel Phone. But I feel the Google fit app let users down because the Google fit app lacked innovation, £investment So today I' am welcoming the new Google fit update soon? Which was advise on Google news today. This is great news for Google fit users. Thank You Google Team.",5
Google Fit: Health and Activity Tracking,Okay at best. Why does it not let you edit treadmill distance (non GPS accuracy is terrible for me). This seems like a major drop of the ball!,3
Google Fit: Health and Activity Tracking,Location tracking is not working if the phone is not in range. Please fix the issue. My location is on in wear settings.,1
Google Fit: Health and Activity Tracking,It is good but the only missing feature is for us developers we make devices but we dont have an app for it because we rely on Arduino and Raspberry PI They dont have an API so if Google Fit had one we will be very HAPPY and grateful,5
Google Fit: Health and Activity Tracking,Doesn't track activity correctly. Wrong activity and wrong distance/duration. Google maps works way more accurately. I'm using a Google pixel 3 phone.,1
Google Fit: Health and Activity Tracking,"It doesn't count steps like ice skating. First 2hrs it counted 5k, then 2nd 2 hrs nothing when the second half I had more distance and steps covered. Why? My phone already counted more than 10k while this app only 5k.",1
Google Fit: Health and Activity Tracking,"It doesn't sync properly with MI Fit Smartband. Even clicking on sync icon multiple times not help. One more thing I would like to highlight, it showing 1782 calories for 15407 steps / 10.95 kms. Is it correct calories calculation?",1
Google Fit: Health and Activity Tracking,The integration with Health Mate seems to have broken last week. Could be Fit or Health Mates fault though. Switched to Health Mate though since this is the only one with heart rate and sleep data now,2
Google Fit: Health and Activity Tracking,"I walk 6000 stepd daily in the morning but it show 700 ,200,1000 steps.only. Before it showed properly but now very disgusting. No customer care to support. Deleted app and reinstalled several times but no support",1
Google Fit: Health and Activity Tracking,"Great app... only thing is, it could be improved for more accurate distance measurement with altitude gauging.... Otherwise detailing is great..",4
Google Fit: Health and Activity Tracking,"I wish I could log my calories intakes, manage weight, view all my health statistics on desktop version, get better UI and a lot more that S health and Fitbit combined can already do.",2
Google Fit: Health and Activity Tracking,NOT GOOD! Such a hit an miss when updating information from other compatable apps! Im not sure how to fix it and sucks not having all my hard work documemted and in sync!,2
Google Fit: Health and Activity Tracking,Heart points dramatically reduced on latest version (I do the same routes daily) and recording of the journey on the map is terrible (random straight lines),2
Google Fit: Health and Activity Tracking,"I am facing getting my steps data synced from my noise app. I have noise fit evolve watch. Rest of data getting synced without any issue, but my step data is not getting synced. Can someone check and help?",2
Google Fit: Health and Activity Tracking,I have been waiting for several years for compatibility with the Samsung Gear watch ...Still nothing. Maybe a connection to Samsung Health?,3
Google Fit: Health and Activity Tracking,The app doesn't track the activity properly. I've walk 7000 steps and it only shows barely 1000 steps on 2 consecutive days. Very disappointed.,1
Google Fit: Health and Activity Tracking,"Why there is big discrepancy with Samsung Health? It happened to have few hundred steps difference. Google fit counts less, I am using it together with Samsung Health.",1
Google Fit: Health and Activity Tracking,Doesn't save information. Have to record weight daily. Doesn't sync data accurately. Also reports less than what's on the fitness watch.,2
Google Fit: Health and Activity Tracking,"Its sometimes works and sometimes doesn't in terms of activity, the color os system worked until I activated fit, then the watch step and floor counter started malfunctioning",2
Google Fit: Health and Activity Tracking,Great app! I really like the heart points modality of scoring. It really tells if you've been exercising effectively.,4
Google Fit: Health and Activity Tracking,"very good app but only reason to 4 stars is that if we do not turn on any workout it does not count your heart points . what points are counted mostly by turning on workout",5
Google Fit: Health and Activity Tracking,"It could not show my average time sleep during a year. In the last version, i could see but now it doesnt work. Please fix it",4
Google Fit: Health and Activity Tracking,"3 heart points for walking to my car and 0 heart points for a 5km run (loaded from Runkeeper). It is pretty hard to take this app seriously. It used to be better, sad.",2
Google Fit: Health and Activity Tracking,Very happy with this app I feel eager daily to fulfill my goal of walking distance. N I try to increase it. Keeping healthy walking Thanks Google fit.,5
Google Fit: Health and Activity Tracking,App has simple and easy to use interface but it takes time to update the score unlike other popular app. Hope Google will see it to improve.,1
Google Fit: Health and Activity Tracking,"Integration with Wattbike stopped working. After several updates and working through FAQ and help blogs, still can't get it to work.",2
Google Fit: Health and Activity Tracking,"Only tracks one direction on map very rough GPS outline. Just bicycled almost 20 km but google fit says 10 km. Time for another tracker.",4
Google Fit: Health and Activity Tracking,I walk for more than 5-10 km every day but this app was showing me that the steps taken and calories burnt is 0. How is this possible. Please shut out this problem.,1
Google Fit: Health and Activity Tracking,It used to work fine but it isn't tracking any steps or anything now. Please fix and I'll give a higher rating.,1
Google Fit: Health and Activity Tracking,"Excellent app, I use it every day to keep track of my walks. Very accurate and using the oxigen sensor is the best",4
Google Fit: Health and Activity Tracking,With this version. I can't edit my sleep duration. I added the hour asleep wrong and I can't edit it anymore. But for the previous version I could to edit it.,5
Google Fit: Health and Activity Tracking,"Like it better than Samsung, made the switch from S3 Frontier to TicWatch Pro 4G and can't be happier. It works like a charm.",5
Google Fit: Health and Activity Tracking,"The UI is fantastic. The integrations to the fitness ecosystem is also great. Helps me connect my workout devices and other apps, even food tracking apps like MyFitnessPal. The biggest benefit is that the app helps me have a metric-basex way to track my progress and pursue my goals. That makes it very useful and helps give the satisfaction after a day of activity. The heart points feature helps me know that I have included enough intensity on my daily activities for a healthier lifestyle.",5
Google Fit: Health and Activity Tracking,"It needs a lot more improvements. It should be more precise, fast and accurate. Afterall it is a Google product.",2
Google Fit: Health and Activity Tracking,"Great app, but you cannot!!!! Delete third party exercises that was imported into Google fit by other apps. Which is a big BIG no no.",2
Google Fit: Health and Activity Tracking,"Excellent app! Nov 19 update is amazing, makes it easy to see goal progress on cards.",5
Google Fit: Health and Activity Tracking,"Workout tracker is not working on LG Wing. I have location set to ""always on"", but it's not tracking anything.",2
Google Fit: Health and Activity Tracking,"Bit inaccurate with map tracking and when it's on auto mode it skips about first 5 minutes before it realizes what activity I'm doing. Edit: I'm adding another star to this app, since last few updates this app has become what it should have been from the start. I'm happy with all the new features that give lots of info about activity. But still map accuracy is sometimes odd and doesn't register heat beat info from my smart watch. Thanks google keep up to great work!
",4
Google Fit: Health and Activity Tracking,"Please fix the glitching, or app is useless. I've been using this app for months now for hiking, walking, swimming, etc. and haven't had any issues. Recently, while hiking, I will go to check my progress in the app, and all I see is a loading wheel as if the app has lost connection. By the time I finish my hike, the majority of my activity has not even been recorded, which means that the information is not accurate. Please fix this issue, or I will have to uninstall permanently.
",2
Google Fit: Health and Activity Tracking,"This was working fine until a few months ago but seems to be full of glitches recently. its not tracking activity well and is very very slow. I am unable to link it to my wear OS samrtwatch (I have bought this less than a week ago). I have tried everything that is recommended on the google help page but the two do not sync at all! Also have no swimming activity on the watch although it is a swim proof watch which i bought for the sole reason to track my swim! Kindly advice
",3
Google Fit: Health and Activity Tracking,Love it but would love a sedentary notification after a set amount of time! Can't give it 5 stars until they add this feature,2
